s_city_id,s_city,s_lat,s_lon,s_pop,s_country,s_Volume,e_city_id,e_City,e_lat,e_lon,e_pop,e_country,e_vol
,,42.867704,-85.565109,,,,,,28.382489,-82.64803,,,
,,42.867704,-85.565109,,,,,,28.050324,-82.677379,,,
,,42.867704,-85.565109,,,,,,28.084797,-82.725257,,,
,,42.867704,-85.565109,,,,,,28.109717,-82.692882,,,
,,42.867704,-85.565109,,,,,,28.203877,-81.487992,,,
,,42.867704,-85.565109,,,,,,33.445932,-86.750203,,,
,,42.867704,-85.565109,,,,,,33.170238,-87.616169,,,
,,42.867704,-85.565109,,,,,,34.58815,-86.45888,,,
,,42.867704,-85.565109,,,,,,32.296092,-86.09259,,,
,,42.867704,-85.565109,,,,,,30.88296,-87.77305,,,
,,42.867704,-85.565109,,,,,,30.681503,-88.300213,,,
,,42.867704,-85.565109,,,,,,35.047273,-85.292207,,,
,,42.867704,-85.565109,,,,,,31.852342,-89.50805,,,
,,42.867704,-85.565109,,,,,,38.188962,-85.676819,,,
,,42.867704,-85.565109,,,,,,37.624659,-84.845767,,,
,,42.867704,-85.565109,,,,,,38.045571,-84.495969,,,
,,42.867704,-85.565109,,,,,,37.684807,-85.878391,,,
,,42.867704,-85.565109,,,,,,40.09746,-83.150103,,,
,,42.867704,-85.565109,,,,,,40.116621,-83.1305,,,
,,42.867704,-85.565109,,,,,,40.048971,-82.539941,,,
,,42.867704,-85.565109,,,,,,40.183405,-83.091235,,,
,,42.867704,-85.565109,,,,,,40.019812,-83.0151,,,
,,42.867704,-85.565109,,,,,,39.972734,-82.832887,,,
,,42.867704,-85.565109,,,,,,39.966856,-83.01296,,,
,,42.867704,-85.565109,,,,,,40.049153,-83.074244,,,
,,42.867704,-85.565109,,,,,,40.023112,-83.076127,,,
,,42.867704,-85.565109,,,,,,40.095713,-82.962671,,,
,,42.867704,-85.565109,,,,,,41.457596,-83.473648,,,
,,42.867704,-85.565109,,,,,,41.624749,-83.584234,,,
,,42.867704,-85.565109,,,,,,41.387203,-81.304222,,,
,,42.867704,-85.565109,,,,,,41.679291,-81.328779,,,
,,42.867704,-85.565109,,,,,,41.504751,-81.602799,,,
,,42.867704,-85.565109,,,,,,41.501001,-81.469427,,,
,,42.867704,-85.565109,,,,,,41.43349,-81.632298,,,
,,42.867704,-85.565109,,,,,,41.442927,-81.852959,,,
,,42.867704,-85.565109,,,,,,41.386753,-81.440322,,,
,,42.867704,-85.565109,,,,,,41.55915,-81.48279,,,
